"","country","date","searches"
"5188","Singapore",2012-12-02,0.116
"5189","Thailand",2012-12-02,0.187
"5190","Venezuela",2012-12-02,0.277
"5191","Argentina",2012-12-09,0.029
"5192","Bolivia",2012-12-09,0.015
"5193","Brazil",2012-12-09,0.053
"5194","India",2012-12-09,0.177
"5195","Indonesia",2012-12-09,0.106
"5196","Mexico",2012-12-09,0.117
"5197","Philippines",2012-12-09,0.154
"5198","Singapore",2012-12-09,0.115
"5199","Thailand",2012-12-09,0.192
"5200","Venezuela",2012-12-09,0.229
"5201","Argentina",2012-12-16,0.039
"5202","Bolivia",2012-12-16,0.009
"5203","Brazil",2012-12-16,0.059
"5204","India",2012-12-16,0.132
"5205","Indonesia",2012-12-16,0.098
"5206","Mexico",2012-12-16,0.116
"5207","Philippines",2012-12-16,0.171
"5208","Singapore",2012-12-16,0.118
"5209","Thailand",2012-12-16,0.184
"5210","Venezuela",2012-12-16,0.228
"5211","Argentina",2012-12-23,0.034
"5212","Bolivia",2012-12-23,0.008
"5213","Brazil",2012-12-23,0.081
"5214","India",2012-12-23,0.105
"5215","Indonesia",2012-12-23,0.095
"5216","Mexico",2012-12-23,0.103
"5217","Philippines",2012-12-23,0.195
"5218","Singapore",2012-12-23,0.126
"5219","Thailand",2012-12-23,0.155
"5220","Venezuela",2012-12-23,0.235
"5221","Argentina",2012-12-30,0.031
"5222","Bolivia",2012-12-30,0.006
"5223","Brazil",2012-12-30,0.111
"5224","India",2012-12-30,0.093
"5225","Indonesia",2012-12-30,0.102
"5226","Mexico",2012-12-30,0.092
"5227","Philippines",2012-12-30,0.185
"5228","Singapore",2012-12-30,0.126
"5229","Thailand",2012-12-30,0.143
"5230","Venezuela",2012-12-30,0.223
"5231","Argentina",2013-01-06,0.053
"5232","Bolivia",2013-01-06,0.012
"5233","Brazil",2013-01-06,0.127
"5234","India",2013-01-06,0.078
"5235","Indonesia",2013-01-06,0.112
"5236","Mexico",2013-01-06,0.084
"5237","Philippines",2013-01-06,0.172
"5238","Singapore",2013-01-06,0.141
"5239","Thailand",2013-01-06,0.178
"5240","Venezuela",2013-01-06,0.231
"5241","Argentina",2013-01-13,0.06
"5242","Bolivia",2013-01-13,0.021
"5243","Brazil",2013-01-13,0.145
"5244","India",2013-01-13,0.07
"5245","Indonesia",2013-01-13,0.122
"5246","Mexico",2013-01-13,0.079
"5247","Philippines",2013-01-13,0.16
"5248","Singapore",2013-01-13,0.142
"5249","Thailand",2013-01-13,0.171
"5250","Venezuela",2013-01-13,0.221
"5251","Argentina",2013-01-20,0.089
"5252","Bolivia",2013-01-20,0.015
"5253","Brazil",2013-01-20,0.171
"5254","India",2013-01-20,0.063
"5255","Indonesia",2013-01-20,0.114
"5256","Mexico",2013-01-20,0.079
"5257","Philippines",2013-01-20,0.154
"5258","Singapore",2013-01-20,0.152
"5259","Thailand",2013-01-20,0.186
"5260","Venezuela",2013-01-20,0.248
"5261","Argentina",2013-01-27,0.125
"5262","Bolivia",2013-01-27,0.011
"5263","Brazil",2013-01-27,0.178
"5264","India",2013-01-27,0.057
"5265","Indonesia",2013-01-27,0.119
"5266","Mexico",2013-01-27,0.081
"5267","Philippines",2013-01-27,0.169
"5268","Singapore",2013-01-27,0.169
"5269","Thailand",2013-01-27,0.184
"5270","Venezuela",2013-01-27,0.252
"5271","Argentina",2013-02-03,0.106
"5272","Bolivia",2013-02-03,0.015
"5273","Brazil",2013-02-03,0.182
"5274","India",2013-02-03,0.056
"5275","Indonesia",2013-02-03,0.121
"5276","Mexico",2013-02-03,0.085
"5277","Philippines",2013-02-03,0.175
"5278","Singapore",2013-02-03,0.185
"5279","Thailand",2013-02-03,0.177
"5280","Venezuela",2013-02-03,0.267
"5281","Argentina",2013-02-10,0.12
"5282","Bolivia",2013-02-10,0.013
"5283","Brazil",2013-02-10,0.238
"5284","India",2013-02-10,0.054
"5285","Indonesia",2013-02-10,0.109
"5286","Mexico",2013-02-10,0.082
"5287","Philippines",2013-02-10,0.148
"5288","Singapore",2013-02-10,0.184
"5289","Thailand",2013-02-10,0.178
"5290","Venezuela",2013-02-10,0.245
"5291","Argentina",2013-02-17,0.212
"5292","Bolivia",2013-02-17,0.025
"5293","Brazil",2013-02-17,0.275
"5294","India",2013-02-17,0.051
"5295","Indonesia",2013-02-17,0.112
"5296","Mexico",2013-02-17,0.084
"5297","Philippines",2013-02-17,0.113
"5298","Singapore",2013-02-17,0.193
"5299","Thailand",2013-02-17,0.178
"5300","Venezuela",2013-02-17,0.263
"5301","Argentina",2013-02-24,0.181
"5302","Bolivia",2013-02-24,0.022
"5303","Brazil",2013-02-24,0.323
"5304","India",2013-02-24,0.049
"5305","Indonesia",2013-02-24,0.111
"5306","Mexico",2013-02-24,0.086
"5307","Philippines",2013-02-24,0.105
"5308","Singapore",2013-02-24,0.167
"5309","Thailand",2013-02-24,0.147
"5310","Venezuela",2013-02-24,0.312
"5311","Argentina",2013-03-03,0.217
"5312","Bolivia",2013-03-03,0.018
"5313","Brazil",2013-03-03,0.328
"5314","India",2013-03-03,0.035
"5315","Indonesia",2013-03-03,0.107
"5316","Mexico",2013-03-03,0.091
"5317","Philippines",2013-03-03,0.094
"5318","Singapore",2013-03-03,0.162
"5319","Thailand",2013-03-03,0.185
"5320","Venezuela",2013-03-03,0.255
"5321","Argentina",2013-03-10,0.207
"5322","Bolivia",2013-03-10,0.014
"5323","Brazil",2013-03-10,0.368
"5324","India",2013-03-10,0.032
"5325","Indonesia",2013-03-10,0.111
"5326","Mexico",2013-03-10,0.083
"5327","Philippines",2013-03-10,0.091
"5328","Singapore",2013-03-10,0.142
"5329","Thailand",2013-03-10,0.187
"5330","Venezuela",2013-03-10,0.258
"5331","Argentina",2013-03-17,0.188
"5332","Bolivia",2013-03-17,0.022
"5333","Brazil",2013-03-17,0.421
"5334","India",2013-03-17,0.029
"5335","Indonesia",2013-03-17,0.118
"5336","Mexico",2013-03-17,0.085
"5337","Philippines",2013-03-17,0.071
"5338","Singapore",2013-03-17,0.123
"5339","Thailand",2013-03-17,0.2
"5340","Venezuela",2013-03-17,0.288
"5341","Argentina",2013-03-24,0.154
"5342","Bolivia",2013-03-24,0.023
"5343","Brazil",2013-03-24,0.423
"5344","India",2013-03-24,0.025
"5345","Indonesia",2013-03-24,0.111
"5346","Mexico",2013-03-24,0.07
"5347","Philippines",2013-03-24,0.081
"5348","Singapore",2013-03-24,0.143
"5349","Thailand",2013-03-24,0.162
"5350","Venezuela",2013-03-24,0.215
"5351","Argentina",2013-03-31,0.159
"5352","Bolivia",2013-03-31,0.019
"5353","Brazil",2013-03-31,0.501
"5354","India",2013-03-31,0.025
"5355","Indonesia",2013-03-31,0.108
"5356","Mexico",2013-03-31,0.088
"5357","Philippines",2013-03-31,0.063
"5358","Singapore",2013-03-31,0.157
"5359","Thailand",2013-03-31,0.146
"5360","Venezuela",2013-03-31,0.281
"5361","Argentina",2013-04-07,0.154
"5362","Bolivia",2013-04-07,0.015
"5363","Brazil",2013-04-07,0.568
"5364","India",2013-04-07,0.03
"5365","Indonesia",2013-04-07,0.108
"5366","Mexico",2013-04-07,0.093
"5367","Philippines",2013-04-07,0.061
"5368","Singapore",2013-04-07,0.196
"5369","Thailand",2013-04-07,0.138
"5370","Venezuela",2013-04-07,0.215
"5371","Argentina",2013-04-14,0.176
"5372","Bolivia",2013-04-14,0.023
"5373","Brazil",2013-04-14,0.488
"5374","India",2013-04-14,0.022
"5375","Indonesia",2013-04-14,0.104
"5376","Mexico",2013-04-14,0.088
"5377","Philippines",2013-04-14,0.053
"5378","Singapore",2013-04-14,0.219
"5379","Thailand",2013-04-14,0.147
"5380","Venezuela",2013-04-14,0.195
"5381","Argentina",2013-04-21,0.234
"5382","Bolivia",2013-04-21,0.018
"5383","Brazil",2013-04-21,0.383
"5384","India",2013-04-21,0.027
"5385","Indonesia",2013-04-21,0.097
"5386","Mexico",2013-04-21,0.089
"5387","Philippines",2013-04-21,0.049
"5388","Singapore",2013-04-21,0.217
"5389","Thailand",2013-04-21,0.191
"5390","Venezuela",2013-04-21,0.223
"5391","Argentina",2013-04-28,0.152
"5392","Bolivia",2013-04-28,0.016
"5393","Brazil",2013-04-28,0.32
"5394","India",2013-04-28,0.02
"5395","Indonesia",2013-04-28,0.101
"5396","Mexico",2013-04-28,0.087
"5397","Philippines",2013-04-28,0.053
"5398","Singapore",2013-04-28,0.27
"5399","Thailand",2013-04-28,0.187
"5400","Venezuela",2013-04-28,0.218
"5401","Argentina",2013-05-05,0.152
"5402","Bolivia",2013-05-05,0.018
"5403","Brazil",2013-05-05,0.264
"5404","India",2013-05-05,0.025
"5405","Indonesia",2013-05-05,0.102
"5406","Mexico",2013-05-05,0.094
"5407","Philippines",2013-05-05,0.053
"5408","Singapore",2013-05-05,0.252
"5409","Thailand",2013-05-05,0.194
"5410","Venezuela",2013-05-05,0.259
"5411","Argentina",2013-05-12,0.137
"5412","Bolivia",2013-05-12,0.019
"5413","Brazil",2013-05-12,0.241
"5414","India",2013-05-12,0.033
"5415","Indonesia",2013-05-12,0.101
"5416","Mexico",2013-05-12,0.104
"5417","Philippines",2013-05-12,0.057
"5418","Singapore",2013-05-12,0.228
"5419","Thailand",2013-05-12,0.21
"5420","Venezuela",2013-05-12,0.314
"5421","Argentina",2013-05-19,0.096
"5422","Bolivia",2013-05-19,0.012
"5423","Brazil",2013-05-19,0.2
"5424","India",2013-05-19,0.04
"5425","Indonesia",2013-05-19,0.101
"5426","Mexico",2013-05-19,0.108
"5427","Philippines",2013-05-19,0.064
"5428","Singapore",2013-05-19,0.23
"5429","Thailand",2013-05-19,0.26
"5430","Venezuela",2013-05-19,0.334
"5431","Argentina",2013-05-26,0.082
"5432","Bolivia",2013-05-26,0.008
"5433","Brazil",2013-05-26,0.147
"5434","India",2013-05-26,0.065
"5435","Indonesia",2013-05-26,0.1
"5436","Mexico",2013-05-26,0.113
"5437","Philippines",2013-05-26,0.077
"5438","Singapore",2013-05-26,0.25
"5439","Thailand",2013-05-26,0.318
"5440","Venezuela",2013-05-26,0.332
"5441","Argentina",2013-06-02,0.077
"5442","Bolivia",2013-06-02,0.009
"5443","Brazil",2013-06-02,0.129
"5444","India",2013-06-02,0.093
"5445","Indonesia",2013-06-02,0.096
"5446","Mexico",2013-06-02,0.133
"5447","Philippines",2013-06-02,0.093
"5448","Singapore",2013-06-02,0.314
"5449","Thailand",2013-06-02,0.461
"5450","Venezuela",2013-06-02,0.321
"5451","Argentina",2013-06-09,0.067
"5452","Bolivia",2013-06-09,0.008
"5453","Brazil",2013-06-09,0.124
"5454","India",2013-06-09,0.103
"5455","Indonesia",2013-06-09,0.093
"5456","Mexico",2013-06-09,0.156
"5457","Philippines",2013-06-09,0.109
"5458","Singapore",2013-06-09,0.441
"5459","Thailand",2013-06-09,0.727
"5460","Venezuela",2013-06-09,0.31
"5461","Argentina",2013-06-16,0.039
"5462","Bolivia",2013-06-16,0.006
"5463","Brazil",2013-06-16,0.114
"5464","India",2013-06-16,0.11
"5465","Indonesia",2013-06-16,0.094
"5466","Mexico",2013-06-16,0.163
"5467","Philippines",2013-06-16,0.129
"5468","Singapore",2013-06-16,0.417
"5469","Thailand",2013-06-16,0.905
"5470","Venezuela",2013-06-16,0.299
"5471","Argentina",2013-06-23,0.051
"5472","Bolivia",2013-06-23,0.005
"5473","Brazil",2013-06-23,0.088
"5474","India",2013-06-23,0.114
"5475","Indonesia",2013-06-23,0.091
"5476","Mexico",2013-06-23,0.184
"5477","Philippines",2013-06-23,0.164
"5478","Singapore",2013-06-23,0.306
"5479","Thailand",2013-06-23,0.85
"5480","Venezuela",2013-06-23,0.277
"5481","Argentina",2013-06-30,0.048
"5482","Bolivia",2013-06-30,0.004
"5483","Brazil",2013-06-30,0.078
"5484","India",2013-06-30,0.124
"5485","Indonesia",2013-06-30,0.089
"5486","Mexico",2013-06-30,0.212
"5487","Philippines",2013-06-30,0.129
"5488","Singapore",2013-06-30,0.236
"5489","Thailand",2013-06-30,0.862
"5490","Venezuela",2013-06-30,0.25
"5491","Argentina",2013-07-07,0.029
"5492","Bolivia",2013-07-07,0.003
"5493","Brazil",2013-07-07,0.065
"5494","India",2013-07-07,0.134
"5495","Indonesia",2013-07-07,0.086
"5496","Mexico",2013-07-07,0.219
"5497","Philippines",2013-07-07,0.163
"5498","Singapore",2013-07-07,0.222
"5499","Thailand",2013-07-07,0.938
"5500","Venezuela",2013-07-07,0.232
"5501","Argentina",2013-07-14,0.019
"5502","Bolivia",2013-07-14,0.002
"5503","Brazil",2013-07-14,0.064
"5504","India",2013-07-14,0.135
"5505","Indonesia",2013-07-14,0.089
"5506","Mexico",2013-07-14,0.279
"5507","Philippines",2013-07-14,0.168
"5508","Singapore",2013-07-14,0.189
"5509","Thailand",2013-07-14,1
"5510","Venezuela",2013-07-14,0.215
"5511","Argentina",2013-07-21,0.022
"5512","Bolivia",2013-07-21,0.003
"5513","Brazil",2013-07-21,0.051
"5514","India",2013-07-21,0.139
"5515","Indonesia",2013-07-21,0.087
"5516","Mexico",2013-07-21,0.306
"5517","Philippines",2013-07-21,0.199
"5518","Singapore",2013-07-21,0.171
"5519","Thailand",2013-07-21,0.765
"5520","Venezuela",2013-07-21,0.214
"5521","Argentina",2013-07-28,0.039
"5522","Bolivia",2013-07-28,0.002
"5523","Brazil",2013-07-28,0.056
"5524","India",2013-07-28,0.139
"5525","Indonesia",2013-07-28,0.08
"5526","Mexico",2013-07-28,0.325
"5527","Philippines",2013-07-28,0.212
"5528","Singapore",2013-07-28,0.156
"5529","Thailand",2013-07-28,0.657
"5530","Venezuela",2013-07-28,0.213
"5531","Argentina",2013-08-04,0.036
"5532","Bolivia",2013-08-04,0.004
"5533","Brazil",2013-08-04,0.063
"5534","India",2013-08-04,0.126
"5535","Indonesia",2013-08-04,0.079
"5536","Mexico",2013-08-04,0.37
"5537","Philippines",2013-08-04,0.235
"5538","Singapore",2013-08-04,0.142
"5539","Thailand",2013-08-04,0.608
"5540","Venezuela",2013-08-04,0.221
"5541","Argentina",2013-08-11,0.027
"5542","Bolivia",2013-08-11,0.006
"5543","Brazil",2013-08-11,0.057
"5544","India",2013-08-11,0.134
"5545","Indonesia",2013-08-11,0.084
"5546","Mexico",2013-08-11,0.329
"5547","Philippines",2013-08-11,0.286
"5548","Singapore",2013-08-11,0.164
"5549","Thailand",2013-08-11,0.563
"5550","Venezuela",2013-08-11,0.228
"5551","Argentina",2013-08-18,0.031
"5552","Bolivia",2013-08-18,0.004
"5553","Brazil",2013-08-18,0.06
"5554","India",2013-08-18,0.172
"5555","Indonesia",2013-08-18,0.089
"5556","Mexico",2013-08-18,0.339
"5557","Philippines",2013-08-18,0.237
"5558","Singapore",2013-08-18,0.142
"5559","Thailand",2013-08-18,0.587
"5560","Venezuela",2013-08-18,0.241
"5561","Argentina",2013-08-25,0.031
"5562","Bolivia",2013-08-25,0.005
"5563","Brazil",2013-08-25,0.054
"5564","India",2013-08-25,0.216
"5565","Indonesia",2013-08-25,0.086
"5566","Mexico",2013-08-25,0.361
"5567","Philippines",2013-08-25,0.253
"5568","Singapore",2013-08-25,0.134
"5569","Thailand",2013-08-25,0.546
"5570","Venezuela",2013-08-25,0.261
"5571","Argentina",2013-09-01,0.031
"5572","Bolivia",2013-09-01,0.007
"5573","Brazil",2013-09-01,0.053
"5574","India",2013-09-01,0.305
"5575","Indonesia",2013-09-01,0.084
"5576","Mexico",2013-09-01,0.406
"5577","Philippines",2013-09-01,0.204
"5578","Singapore",2013-09-01,0.132
"5579","Thailand",2013-09-01,0.47
"5580","Venezuela",2013-09-01,0.242
"5581","Argentina",2013-09-08,0.029
"5582","Bolivia",2013-09-08,0.006
"5583","Brazil",2013-09-08,0.057
"5584","India",2013-09-08,0.378
"5585","Indonesia",2013-09-08,0.081
"5586","Mexico",2013-09-08,0.391
"5587","Philippines",2013-09-08,0.191
"5588","Singapore",2013-09-08,0.146
"5589","Thailand",2013-09-08,0.466
"5590","Venezuela",2013-09-08,0.247
"5591","Argentina",2013-09-15,0.022
"5592","Bolivia",2013-09-15,0.007
"5593","Brazil",2013-09-15,0.057
"5594","India",2013-09-15,0.483
"5595","Indonesia",2013-09-15,0.084
"5596","Mexico",2013-09-15,0.393
"5597","Philippines",2013-09-15,0.186
"5598","Singapore",2013-09-15,0.153
"5599","Thailand",2013-09-15,0.397
"5600","Venezuela",2013-09-15,0.247
"5601","Argentina",2013-09-22,0.027
"5602","Bolivia",2013-09-22,0.007
"5603","Brazil",2013-09-22,0.052
"5604","India",2013-09-22,0.585
"5605","Indonesia",2013-09-22,0.087
"5606","Mexico",2013-09-22,0.483
"5607","Philippines",2013-09-22,0.191
"5608","Singapore",2013-09-22,0.157
"5609","Thailand",2013-09-22,0.315
"5610","Venezuela",2013-09-22,0.268
"5611","Argentina",2013-09-29,0.027
"5612","Bolivia",2013-09-29,0.008
"5613","Brazil",2013-09-29,0.047
"5614","India",2013-09-29,0.606
"5615","Indonesia",2013-09-29,0.083
"5616","Mexico",2013-09-29,0.541
"5617","Philippines",2013-09-29,0.186
"5618","Singapore",2013-09-29,0.193
"5619","Thailand",2013-09-29,0.245
"5620","Venezuela",2013-09-29,0.291
"5621","Argentina",2013-10-06,0.034
"5622","Bolivia",2013-10-06,0.008
"5623","Brazil",2013-10-06,0.045
"5624","India",2013-10-06,0.552
"5625","Indonesia",2013-10-06,0.081
"5626","Mexico",2013-10-06,0.562
"5627","Philippines",2013-10-06,0.182
"5628","Singapore",2013-10-06,0.186
"5629","Thailand",2013-10-06,0.216
"5630","Venezuela",2013-10-06,0.315
"5631","Argentina",2013-10-13,0.039
"5632","Bolivia",2013-10-13,0.014
"5633","Brazil",2013-10-13,0.051
"5634","India",2013-10-13,0.537
"5635","Indonesia",2013-10-13,0.078
"5636","Mexico",2013-10-13,0.53
"5637","Philippines",2013-10-13,0.168
"5638","Singapore",2013-10-13,0.174
"5639","Thailand",2013-10-13,0.173
"5640","Venezuela",2013-10-13,0.36
"5641","Argentina",2013-10-20,0.048
"5642","Bolivia",2013-10-20,0.012
"5643","Brazil",2013-10-20,0.063
"5644","India",2013-10-20,0.511
"5645","Indonesia",2013-10-20,0.081
"5646","Mexico",2013-10-20,0.518
"5647","Philippines",2013-10-20,0.149
"5648","Singapore",2013-10-20,0.204
"5649","Thailand",2013-10-20,0.169
"5650","Venezuela",2013-10-20,0.404
"5651","Argentina",2013-10-27,0.041
"5652","Bolivia",2013-10-27,0.014
"5653","Brazil",2013-10-27,0.056
"5654","India",2013-10-27,0.41
"5655","Indonesia",2013-10-27,0.08
"5656","Mexico",2013-10-27,0.482
"5657","Philippines",2013-10-27,0.144
"5658","Singapore",2013-10-27,0.195
"5659","Thailand",2013-10-27,0.156
"5660","Venezuela",2013-10-27,0.449
"5661","Argentina",2013-11-03,0.048
"5662","Bolivia",2013-11-03,0.012
"5663","Brazil",2013-11-03,0.06
"5664","India",2013-11-03,0.358
"5665","Indonesia",2013-11-03,0.082
"5666","Mexico",2013-11-03,0.449
"5667","Philippines",2013-11-03,0.123
"5668","Singapore",2013-11-03,0.189
"5669","Thailand",2013-11-03,0.175
"5670","Venezuela",2013-11-03,0.489
"5671","Argentina",2013-11-10,0.043
"5672","Bolivia",2013-11-10,0.009
"5673","Brazil",2013-11-10,0.061
"5674","India",2013-11-10,0.288
"5675","Indonesia",2013-11-10,0.086
"5676","Mexico",2013-11-10,0.367
"5677","Philippines",2013-11-10,0.11
"5678","Singapore",2013-11-10,0.184
"5679","Thailand",2013-11-10,0.166
"5680","Venezuela",2013-11-10,0.468
"5681","Argentina",2013-11-17,0.053
"5682","Bolivia",2013-11-17,0.008
"5683","Brazil",2013-11-17,0.076
"5684","India",2013-11-17,0.215
"5685","Indonesia",2013-11-17,0.088
"5686","Mexico",2013-11-17,0.335
"5687","Philippines",2013-11-17,0.092
"5688","Singapore",2013-11-17,0.196
"5689","Thailand",2013-11-17,0.163
"5690","Venezuela",2013-11-17,0.499
"5691","Argentina",2013-11-24,0.043
"5692","Bolivia",2013-11-24,0.009
"5693","Brazil",2013-11-24,0.059
"5694","India",2013-11-24,0.16
"5695","Indonesia",2013-11-24,0.089
"5696","Mexico",2013-11-24,0.267
"5697","Philippines",2013-11-24,0.078
"5698","Singapore",2013-11-24,0.149
"5699","Thailand",2013-11-24,0.156
"5700","Venezuela",2013-11-24,0.489
"5701","Argentina",2013-12-01,0.048
"5702","Bolivia",2013-12-01,0.007
"5703","Brazil",2013-12-01,0.056
"5704","India",2013-12-01,0.128
"5705","Indonesia",2013-12-01,0.088
"5706","Mexico",2013-12-01,0.242
"5707","Philippines",2013-12-01,0.088
"5708","Singapore",2013-12-01,0.142
"5709","Thailand",2013-12-01,0.129
"5710","Venezuela",2013-12-01,0.453
"5711","Argentina",2013-12-08,0.039
"5712","Bolivia",2013-12-08,0.005
"5713","Brazil",2013-12-08,0.051
"5714","India",2013-12-08,0.09
"5715","Indonesia",2013-12-08,0.093
"5716","Mexico",2013-12-08,0.205
"5717","Philippines",2013-12-08,0.094
"5718","Singapore",2013-12-08,0.134
"5719","Thailand",2013-12-08,0.139
"5720","Venezuela",2013-12-08,0.44
"5721","Argentina",2013-12-15,0.043
"5722","Bolivia",2013-12-15,0.003
"5723","Brazil",2013-12-15,0.051
"5724","India",2013-12-15,0.071
"5725","Indonesia",2013-12-15,0.091
"5726","Mexico",2013-12-15,0.181
"5727","Philippines",2013-12-15,0.087
"5728","Singapore",2013-12-15,0.134
"5729","Thailand",2013-12-15,0.124
"5730","Venezuela",2013-12-15,0.45
"5731","Argentina",2013-12-22,0.039
"5732","Bolivia",2013-12-22,0.003
"5733","Brazil",2013-12-22,0.053
"5734","India",2013-12-22,0.055
"5735","Indonesia",2013-12-22,0.087
"5736","Mexico",2013-12-22,0.151
"5737","Philippines",2013-12-22,0.108
"5738","Singapore",2013-12-22,0.126
"5739","Thailand",2013-12-22,0.1
"5740","Venezuela",2013-12-22,0.471
"5741","Argentina",2013-12-29,0.039
"5742","Bolivia",2013-12-29,0.005
"5743","Brazil",2013-12-29,0.068
"5744","India",2013-12-29,0.053
"5745","Indonesia",2013-12-29,0.09
"5746","Mexico",2013-12-29,0.15
"5747","Philippines",2013-12-29,0.107
"5748","Singapore",2013-12-29,0.131
"5749","Thailand",2013-12-29,0.1
"5750","Venezuela",2013-12-29,0.456
"5751","Argentina",2014-01-05,0.043
"5752","Bolivia",2014-01-05,0.008
"5753","Brazil",2014-01-05,0.076
"5754","India",2014-01-05,0.049
"5755","Indonesia",2014-01-05,0.101
"5756","Mexico",2014-01-05,0.147
"5757","Philippines",2014-01-05,0.087
"5758","Singapore",2014-01-05,0.137
"5759","Thailand",2014-01-05,0.138
"5760","Venezuela",2014-01-05,0.438
"5761","Argentina",2014-01-12,0.072
"5762","Bolivia",2014-01-12,0.01
"5763","Brazil",2014-01-12,0.071
"5764","India",2014-01-12,0.04
"5765","Indonesia",2014-01-12,0.099
"5766","Mexico",2014-01-12,0.136
"5767","Philippines",2014-01-12,0.083
"5768","Singapore",2014-01-12,0.139
"5769","Thailand",2014-01-12,0.134
"5770","Venezuela",2014-01-12,0.516
"5771","Argentina",2014-01-19,0.082
"5772","Bolivia",2014-01-19,0.025
"5773","Brazil",2014-01-19,0.072
"5774","India",2014-01-19,0.039
"5775","Indonesia",2014-01-19,0.104
"5776","Mexico",2014-01-19,0.147
"5777","Philippines",2014-01-19,0.085
"5778","Singapore",2014-01-19,0.126
"5779","Thailand",2014-01-19,0.121
"5780","Venezuela",2014-01-19,0.526
"5781","Argentina",2014-01-26,0.096
"5782","Bolivia",2014-01-26,0.026
"5783","Brazil",2014-01-26,0.08
"5784","India",2014-01-26,0.04
"5785","Indonesia",2014-01-26,0.103
"5786","Mexico",2014-01-26,0.144
"5787","Philippines",2014-01-26,0.083
"5788","Singapore",2014-01-26,0.115
"5789","Thailand",2014-01-26,0.138
"5790","Venezuela",2014-01-26,0.493
"5791","Argentina",2014-02-02,0.176
"5792","Bolivia",2014-02-02,0.039
"5793","Brazil",2014-02-02,0.092
"5794","India",2014-02-02,0.036
"5795","Indonesia",2014-02-02,0.101
"5796","Mexico",2014-02-02,0.133
"5797","Philippines",2014-02-02,0.075
"5798","Singapore",2014-02-02,0.121
"5799","Thailand",2014-02-02,0.161
"5800","Venezuela",2014-02-02,0.522
"5801","Argentina",2014-02-09,0.149
"5802","Bolivia",2014-02-09,0.034
"5803","Brazil",2014-02-09,0.101
"5804","India",2014-02-09,0.031
"5805","Indonesia",2014-02-09,0.1
"5806","Mexico",2014-02-09,0.128
"5807","Philippines",2014-02-09,0.067
"5808","Singapore",2014-02-09,0.126
"5809","Thailand",2014-02-09,0.159
"5810","Venezuela",2014-02-09,0.443
"5811","Argentina",2014-02-16,0.13
"5812","Bolivia",2014-02-16,0.039
"5813","Brazil",2014-02-16,0.115
"5814","India",2014-02-16,0.03
"5815","Indonesia",2014-02-16,0.099
"5816","Mexico",2014-02-16,0.124
"5817","Philippines",2014-02-16,0.073
"5818","Singapore",2014-02-16,0.127
"5819","Thailand",2014-02-16,0.156
"5820","Venezuela",2014-02-16,0.379
"5821","Argentina",2014-02-23,0.099
"5822","Bolivia",2014-02-23,0.043
"5823","Brazil",2014-02-23,0.128
"5824","India",2014-02-23,0.026
"5825","Indonesia",2014-02-23,0.102
"5826","Mexico",2014-02-23,0.114
"5827","Philippines",2014-02-23,0.062
"5828","Singapore",2014-02-23,0.119
"5829","Thailand",2014-02-23,0.162
"5830","Venezuela",2014-02-23,0.306
"5831","Argentina",2014-03-02,0.084
"5832","Bolivia",2014-03-02,0.042
"5833","Brazil",2014-03-02,0.127
"5834","India",2014-03-02,0.021
"5835","Indonesia",2014-03-02,0.095
"5836","Mexico",2014-03-02,0.109
"5837","Philippines",2014-03-02,0.065
"5838","Singapore",2014-03-02,0.142
"5839","Thailand",2014-03-02,0.155
"5840","Venezuela",2014-03-02,0.269
"5841","Argentina",2014-03-09,0.077
"5842","Bolivia",2014-03-09,0.044
"5843","Brazil",2014-03-09,0.151
"5844","India",2014-03-09,0.021
"5845","Indonesia",2014-03-09,0.1
"5846","Mexico",2014-03-09,0.108
"5847","Philippines",2014-03-09,0.065
"5848","Singapore",2014-03-09,0.135
"5849","Thailand",2014-03-09,0.135
"5850","Venezuela",2014-03-09,0.302
"5851","Argentina",2014-03-16,0.063
"5852","Bolivia",2014-03-16,0.035
"5853","Brazil",2014-03-16,0.185
"5854","India",2014-03-16,0.021
"5855","Indonesia",2014-03-16,0.096
"5856","Mexico",2014-03-16,0.103
"5857","Philippines",2014-03-16,0.066
"5858","Singapore",2014-03-16,0.127
"5859","Thailand",2014-03-16,0.116
"5860","Venezuela",2014-03-16,0.286
"5861","Argentina",2014-03-23,0.07
"5862","Bolivia",2014-03-23,0.041
"5863","Brazil",2014-03-23,0.222
"5864","India",2014-03-23,0.019
"5865","Indonesia",2014-03-23,0.095
"5866","Mexico",2014-03-23,0.102
"5867","Philippines",2014-03-23,0.076
"5868","Singapore",2014-03-23,0.129
"5869","Thailand",2014-03-23,0.094
"5870","Venezuela",2014-03-23,0.271
"5871","Argentina",2014-03-30,0.084
"5872","Bolivia",2014-03-30,0.047
"5873","Brazil",2014-03-30,0.263
"5874","India",2014-03-30,0.027
"5875","Indonesia",2014-03-30,0.097
"5876","Mexico",2014-03-30,0.103
"5877","Philippines",2014-03-30,0.059
"5878","Singapore",2014-03-30,0.128
"5879","Thailand",2014-03-30,0.074
"5880","Venezuela",2014-03-30,0.276
"5881","Argentina",2014-04-06,0.099
"5882","Bolivia",2014-04-06,0.045
"5883","Brazil",2014-04-06,0.345
"5884","India",2014-04-06,0.03
"5885","Indonesia",2014-04-06,0.095
"5886","Mexico",2014-04-06,0.128
